userName,content,score,at
agus rianto,"Mau log in susah, tulisannya sistem dalam perbaikan, dari pagi sampai siang begitu trus, jadi terhambat orang mau transaksi 🥴",1,2024-10-01 19:19:17
soni sofyan,Tolong lh perbaiki sistem nya Masu masuk aja susah,1,2024-10-01 19:11:12
I GUSTI NGURAH SURYAATMAJA,"weh kocak mau login susah, giliran udah bisa suruh ganti pw gara gara ngelewatin batas, jing anjg sqlah dikit suruh ganti pin",2,2024-10-01 17:51:13
Ach Fauzi Pratama,"Sejak pihak BNI menolak setor tunai lewat kasir hanya karena saya cuma bawa 2 juta, saya langsung angkat kaki dari mobile banking ini dan memindahkan semua saldo ke rekening bank lain...",1,2024-10-01 17:20:26
Sie Tofa,Good,5,2024-10-01 14:14:12
Malik Al Amin Ahmad 05,tidak puas,1,2024-10-01 14:10:00
Di Din,Setor tunai nya kok ta kunjung di perbaiki,2,2024-10-01 14:05:51
Darmiati Ali,Kenapa ini sistem lagi sibuk sampe2 coba lagi terus nda mau terbuka,2,2024-10-01 13:40:48
Wuri Abindarsih,Bagus pelayanannya,5,2024-10-01 13:17:29
Abliansyah Karenza,"Kemaren BNI Mobile Banking saya ke hapus, mau Masuk lagi kok gak bisa yaa, sedangkan saya tidak punya kartu debitnya",2,2024-10-01 12:56:53
Salsabila Theresia putri,Gua kasih bintang 2 dlu gedek gua sumpah sinyal nya bagus tapi pas mau ngisi pulsa atau tf lama nya bukan main bni tolong di perbaiki,2,2024-10-01 12:11:06
Muhammad Fajar,"Anying perlu 20± menit lebih untuk menerima kode otp email, kadaluarsa otpnya CMN 5 menit.",1,2024-10-01 12:03:39
fadila aang78,"Sllu susah login ,dan dalm perbaikan jaringan..lama2 pindah ni kesel",2,2024-10-01 10:12:21
Aletha Aisha odelina,"Taibanget ni beeni, kolektornya telp trus seharian g berhenti2, padahal tagihanya sudah di bayar. Banksaatttttbener ni tukangtagihnya. Sangat mengganggu pekerjaan 😡😡😡😡😡😡",1,2024-10-01 09:58:03
Sartika Dewi,Baik',4,2024-10-01 09:56:48
Joe Trombone,"Harus ada perbaikan system agar ringan dan mudah buat login ,",3,2024-10-01 09:01:35
Andrias Dwi Haryono,Buat login balik susah sekali sekarang nunggu OTP di email gak masuk masuk gilaran masuk waktu sesi dah habis ...,3,2024-10-01 08:07:52
Cakrawala Cattery,Ga bisa login,1,2024-10-01 08:00:32
IL Gaming,Mau log in susah karena otp email tidak masuk Giliran otp email masuk masuknya telat 8 menit dimana sesi log in udah selesai,1,2024-10-01 07:56:33
Laode Isram,"Saya mencoba masuk ke akun saya, minta kode otp dari email, tapi gak dikirim juga kode otp nya, aplikasi gak jelas",1,2024-10-01 07:41:30
Ahmad Atuy,"Verifikasinya ribet, OTPnya k nomer hp sama email, tp kirim OTP ke email-nya lama sampai waktu habis dan akhirnya ga bisa aktifasi.",1,2024-10-01 07:35:59
Apriansyah,BNI jelek sekli enakan pakai brimo jelas maitnce nya jam 12 malam...lah BNI SIANG MLM PERBAIKAN MULU KITA MAU TRANSAKSI GA BISA..SDH DIUPDT DIPLYST TTP AJA,1,2024-10-01 07:20:04
Serlin Pangkiro,Ok,5,2024-10-01 07:00:22
A2k4,"Bni udah mau bangkrut, mobile banking slalu gangguan, dsuruh download aplikasi baru ribet bukan main muter2 kepala untuk daftar nya.",2,2024-10-01 06:57:01
otok bae,Susa lagi masuk login apk dan on of hndpon clear chace suda 4G lancar masi tetap susa update untuk system aman tetap susa,1,2024-10-01 06:49:09
Putra Gumay90,"Sejak ada wonder jadi lemot. Tiap buka mobile BNI pasti sering perbaikan sistem ini itulah. Tolong tingkatkan kualitas pelayanan mobile nya BNI . Kmren"" lancar banget terutama sblm ada wonder. Terimakasih",1,2024-10-01 06:41:22
Harry Wijaya,"Ayolah diperbaiki, dulu bagus lancar sekarang ada wondr dikit"" Gangguan layanan. Kami sudah lama pakai apk ini.",5,2024-10-01 06:37:02
Chrisben Hariyanto,Ini Bni kok jd parah gini ya mbangkingnya .,2,2024-10-01 06:29:31
DIMAS ANDRIAN,"Kami sedang meningkatkan layanan, layanan apa ya dari kemarin gk bisa login terus, mau payment gk bisa! Aplikasi apa ini gk ada perubahan, ini yang namanya meningkatkan layanan. Tolonglah ini gk bener-bener nih masalah login, segala alasan sinyal lagi, padahal udah jaringan bagus 4G+ juga, buka mbanking lain aja gk masalah, lah ini mau login susahnya minta ampun",1,2024-10-01 06:09:05
BETTY ANJELINA ZALUKHU,Kenapa disaat dibutuhkan tiba2 tidak bisa dibuka atau lagi memperbaiki sistem.,4,2024-10-01 06:00:50
anestie riyanti,Kenapa sekarang setiap hari harus perbaikn ya . Capek banget .,1,2024-10-01 05:59:51
Delight Skevv,Knpa sih kdang saldo tiba2 berkurang,3,2024-10-01 05:54:40
Mr Nang Chanel,Biayanya tambahan kok banyak.ada biaya admin ada biaya kartu...maksud nya biaya kartu buat apa juga..aneh,1,2024-10-01 05:35:20
AZAZKI ARIF,"Kecewa....susah log in.... Kenapa BNI mobile kok susah log in....mau transaksi jadi susah. Mengecewakan. Makin parah BNI mobil....gak bisa log in.. Uninstall maunya.... Udah di instal ulang gak mau masuk id saya. Csnya slow respon,payah.",1,2024-10-01 05:34:11
Muslim 01,Login aja susah,1,2024-10-01 05:28:09
Chrisnatalia Kudadiri,Susah login. Hampir setiap hari perbaikan tapi tidak ada kemajuan...,1,2024-10-01 05:09:10
Anisa Paninda,Parah sih. System perbaikan melulu. Padahal lagi urgent mau pakai q-ris atau isi ulang gopay. Parah. Jelek. Gk bermutu skrg .,1,2024-10-01 04:53:32
Antony Allyansyah,Kek mana ini mau trans login susah banget dah. Ampun,1,2024-10-01 04:43:39
Fitria Rahmadina,BNI tolong diperbaikii!!,2,2024-10-01 04:32:22
Novi Zohendri,Tidak berguna masa mau daftar user id aja susah berapa kali di coba gak jadi,3,2024-10-01 04:12:24
Fazan Bojja,"Cs tidak dapat membantu untuk menemukan lupa user id. Padahal data"" yg saya masukan benar",1,2024-10-01 03:20:28
Hendra Gunawan,"Parah susah login dan transaksi, bagusan yang lama",1,2024-10-01 03:18:55
Dini Sri Mulyati,"Mau ambil mobile tunai kok kode otp nya ga masuk"" ya ke pesan sampe 3 kali di coba kode transaksi nya tetep ga bisa",1,2024-10-01 03:00:44
Hasan Udin,"Saya sudah ganti no hp, kok saat mau menerima kode otp masih pake no yang lama iya🙏🏻 mhn infonya Mana nih GK ada respon",2,2024-10-01 02:01:31
Eris,Memudahkan segala transaksi,5,2024-10-01 01:49:38
Ompong Kemet,Lebih parah lg trf via qr gagal buat laporan jam 23;00 di respon jam 02;45 luar biasa buruk pelayanan sekelas bank BNI bank besar masa pelayanan kaya gini kalah sama ewalet parah2 gak jelas yg belom downlod atau mau pakai BNI mending gak ush saya aja nyesel bgt cape ngurusnya klo ada masalah bikin kapok,1,2024-10-01 01:16:37
Pri Ilhamcan,"sejak iklan wonder jadi susah log in, mengecewakan",2,2024-09-30 22:57:34
sih maharti,"dikit2 perbaikian, dikit2 perbaikan. susah bgt kl ada yg urgent pake bni.",1,2024-09-30 22:53:29
Oki Prasetyo,"Sialan bener ,aplikasi sering banget peningkatan layanan terus udah 2 bulan terakhir.Sekelas BNI begini banget appsnya...heran woy min cepet cepet diselesaikan kendala2 begini. Akses online mobile banking masih aja suliy di akses",1,2024-09-30 22:43:30
kahfi 1998,"bank paling parah dari semua bank. login semua sudah benar tidak ada yang salah,tapi masih salah kocak banget. pantesan bapak2 doang yang mau pake bni 🤣 jam 00 keatas itu pasti ga bisa di gunakan mbanking nya pasti eror. pokok nya stres gw pake bank BNI bener bener merepotkan. nama bank negara tapi kaya bank baru belajar",1,2024-09-30 22:26:42
Shann Jr,Good,5,2024-09-30 20:48:45
Febri Gangga (Febri),Semakin malam semakin buruk misal mau tf mau top up ovo dana tidak bisa padahal mau pesan makan di online gara² bni ngacau orang,1,2024-09-30 18:18:28
Putra Formosa (Putra),Kenapa tidak bisa login ebanking,5,2024-09-30 17:28:26
Sry'shiteru 703,"Sedih saya,, sebb susah saya mau buja rekening online 😥😭 saya yg tidak pandai kyknya😭",1,2024-09-30 15:19:13
Adi Nurdiansyah,Admin sebulan × 3 jenis admin : 21.000 Bca saja 10.000 Bni parah.,1,2024-09-30 14:27:27
Ghoffar Abd,ok,5,2024-09-30 14:13:21
URANG Sampalen,Apk bot,1,2024-09-30 13:20:53
Eko Setyono Setyono,ATM sering error hati hati Susah,1,2024-09-30 12:47:08
Mugiwara Brook,"Aplikasi aneh kode otp sudah di kirim , pas di masukan kode otp tidak sesuai",1,2024-09-30 12:16:02
Rendy Lzy,pw transaksi salah mulu padahal bener udh di ganti masih aja salah,2,2024-09-30 11:18:55
Dea Monika,semenjak ada wondr by bni susah loginj di bni mobile ini masa gangguan tiap hari sihh,1,2024-09-30 11:13:50
Faza Aulia Kamal,"Bikin emosi apk nya jadi suka log out sendiri, padahal sering di pakai, udah login nanti log out lagi, terlalu banyak permasalah, udah atm nggak bisa buat ambil pecahan 50, BNI Mobile nya malah ikut bermasalah. Tolong di perbaiki lagi, Makasih",1,2024-09-30 11:04:15
janna vella Arita,Parah ya bangking BNI sekarang tiap mau buka *mohon maaf kami sedang meningkatkan layanan mobile bangking coba beberapa saat lagi* gimana kalo orang lagi mau qris atau tfr lg belanja jadi buat antri yang di belakang. Mohon untuk di perbaiki . Kalo begini terus saya ga mau lagi nabung di Bank BNI,1,2024-09-30 11:03:18
Rizky Pgk,Login susah bnget dikit dikit perbaikan katanya,1,2024-09-30 10:54:19
Gerry Prabu,Mantabs. Bagus.,5,2024-09-30 10:32:53
Epa Froditus,Apk nya Jelek banget semenjak ada wondr BNI,1,2024-09-30 10:19:21
Player Magang,Aplikasi tidak dapat di jalankan,1,2024-09-30 09:52:06
Hesti Sri Indah,kok jadi susah login ya?,2,2024-09-30 09:15:41
Ilham Shadow,"Mbanking paling kocak, paling ga jelas yang pernah di pake.",1,2024-09-30 08:49:02
Noels,"Gajelas developer tolol, udh 2 hari nyoba kagak bisa login",1,2024-09-30 08:27:38
Andi Emriani,Oke,5,2024-09-30 07:15:36
Yandrizal Rizzal,Sangat baik,5,2024-09-30 07:13:15
Khebot Alkhasi,Kebanyakan eror setiap Mao transaksi pake mbanking nya tolong di perbaiki lagi biar semakin nyaman,3,2024-09-30 06:45:47
skay real,"Habis update malah makin parah, buat bisnis gk bagus, sering disconnect ketika transaksi, signal bagus jaringan di salahin, lg transaksi barcode dibilang salah terus, hadehh buang buang waktu,,",1,2024-09-30 06:02:04
Arsyal Ramdani,Sering susah di buka rusak,1,2024-09-30 05:14:27
Rama 22,"hampir setiap hari di buka udh sebulanan ini pasti ""kami sedang meningkat kan layanan"" ,trus saya transaksi nya gimana",1,2024-09-30 04:00:17
Erna Wati,Bagusss,4,2024-09-30 01:55:31
DESMON LAPANGOYU,Kenapa saat ini masuk ya? Padahal yg lalu lebih gampang?,5,2024-09-30 01:47:38
yudha link,"Sangat kecewa karena sudah mencoba ratusan kali tiap hari log in susah, perbaikan terus. Sampai kapan ini perbaikannya. Mohon segera di tangani",1,2024-09-30 00:18:21
Angga 27,Kenapa nggak bisa transfer ke E-wallet nya ya?,1,2024-09-29 17:14:20
Wiet Rama,"Order kartu atm via mbanking, alamat pengantaran jelas tp udah sebulan kaga ada dtg kartu.. Payah",1,2024-09-29 14:56:08
Rifky Ibrahim,Bapuk BNI mobile nya jadi error!,1,2024-09-29 14:02:29
Auron Saka Ibrahim,"Melakukan Transaksi, bukannya dikirimkan, malah ditahan uangku. Sampe sekarang belom ada tanda tanda uangku terkirim. Mengecewakan!!!",1,2024-09-29 13:47:48
Elsi Werika,bikin susah wondr itu kdg gkmw diklik,1,2024-09-29 12:50:20
Yuni Yuni,"Mau login sangat2 sulit. Mau pagi, siang, sore atau malam sama aja. G bisa login. Uda coba berhari2 g bisa juga.",1,2024-09-29 12:45:48
A Rizki,aplikasi nge bug susah di buka,1,2024-09-29 11:55:02
Ekaaa,"Sangat susah nenggunakan BNI mobile banking yg sekarang, selalu gagal log in. Menyusahkan untuk bertransaksi. Pengalaman terburuk selama menggunakan BNI Mobile Banking yaaa fiture yg sekarang",2,2024-09-29 10:55:58
Mobile Gaming,Mau sampe kapan perbaikan terus???? sampe pindah jadi nasabah bank lain? sejak wonder nongol kok jadi ginian amat,1,2024-09-29 09:48:00
Andri Adi,Kenapa bni susah sekali masuk..padahal waktu tertentu lah untuk menggunakan ..sebenar nya ada rasa sedikit kecewa ..gimana bos ku BNI selalu meningkatkan BNI mobile terus.. Kapan bisa masuk .. Data Ok sinyal 4G terus apalagi kendala nya,1,2024-09-29 08:14:20
junaidi jun,Tolong dong saya di luar negri jadi susah untuk transaksi sistem perbaikan terus sudah seminggu ini sampai sekarang belum bisa di buka karna perbaikan sistem,5,2024-09-29 07:09:52
Eka bayu Adi nugroho,"tolong dong gabisa transfer ke dana dari bni,gagal terus",3,2024-09-29 06:51:28
Bintang Darmawan,Aktivasi dan login susah parah,1,2024-09-29 06:09:25
Susra Abadi,Tidak berpungsi.. pemberitahuan apk dlam perbaikan..,3,2024-09-29 04:48:16
aldi fajar,"Mohon solusinya untuk developer, masuk mbanking selalu ada tulisan ""sim error"", username & password sudah benar. Sudah uninstall & install lagi, ketika registrasi ulang ada tulisan ""IO error"". Terima kasih",3,2024-09-29 03:19:55
Nur Hasan (Tongcahya),Mantsff,4,2024-09-29 03:04:07
Ahmad,Aplikasi & system yang buruk. Kata CSnya udah aktif di system. Udah coba berulang kali selalu gagal MBANK52. udah hapus data uninstall dan install ulang tetap busuk g bisa aktivasi. Udah call ke 1500046 tetep jawabannya sama. Silahkan diuninstall lalu install ulang. SARAN PINDAH BANG SAJA!,1,2024-09-29 01:19:42
Gunawan,Kamera aplikasinya kok tersendat sendat ditambah waktu yg terlalu pendek...swafoto gagal terus..izin sudah diberikan...,5,2024-09-29 01:07:42
ifan kurniawan,Jadi susah login gimana iniiiiiiiiii,1,2024-09-29 00:14:36
Rizki Nurdiansyah,"Sedikit saran dari banyak konsumen yaitu tarik tunai tanpa kartu tolong lah untuk tidak menggunakan pulsa, cukup munculkan OTP didalam aplikasi langsung.",3,2024-09-28 18:48:39
Egi Permana,Aplikasi mobile banking paling sampah yang pernah saya gunakan,1,2024-09-28 17:34:25
El_jong. Films,Min.. Kok aku gak bisa login m-bangking nyaa ya??.. Gimana nihh sudah di cobaa dari saran nya mimin gak bisa² juga.. Gimana dong min. Cuman mau buka m-bangking kok di persulit🙂🥲,1,2024-09-28 17:32:12
Mohamad Imron,"Ceritanya sangat bagus dan menarik sekali ,setiap episode bikin penasaran dengan ceritanya",5,2024-09-28 16:46:05
Muja Malik,Aplikasi gaya loco saja,1,2024-09-28 14:52:59
Mata Elang Batu,Sudah tau kan masalah nya,1,2024-09-28 14:52:53
Ernest Nielsen,"Sebenarnya aku lebih suka aplikasi Wondr, tapi kenapa ya aplikasi ini juga ada?",4,2024-09-28 14:36:41
Afdhal Johan,"Login susah amat,di ulang 100x masih nggk mau",2,2024-09-28 14:02:06
Manto,Masalahnya sama semua brader,5,2024-09-28 14:01:08
Gibral 12,Semenjak wondr dirilis. Bni mobile susah diakses coba diperbaiki tu,2,2024-09-28 13:48:54
Okky Darmawan,Ribet,2,2024-09-28 12:23:28
HIDAYAT WAHYUDI,"mau isi ewallet aja susahnya minta ampun hampir tiap hari error trus kalo mau isi ewallet ,trus kalo mau chat CS ngantrinya kaya ngantri sembako gratis lama bangett",1,2024-09-28 12:22:50
Heri Setiawan,"jelek bngt setor tunai blm berhasil sampai saat ini belum.da pengembalian Sruh nunggu g jls , g kyak BCA ada kendala lgsung di tangani payah plyanan BNI skg",1,2024-09-28 09:08:31
Agus Susanto,Kenapa gak bisa log in ya.. Ga ada penjelasannya ..,5,2024-09-28 06:30:03
Mdaniel Pratama1,"login aja susah banget, tolong lah",1,2024-09-28 04:35:20
Muhamad Nur Amal,hmmmmmm katanya wonder di pakai di tahun 2025 tapi kok apk BNI mobile yang eror yah tilong ini perbaiki,5,2024-09-28 03:45:59
Eriska Kuntari,"tolong aplikasinya diperbaiki , masa iya maintancen terus. mau log in aja sampe 10kali g bs2. lama2 mau tutup aja tabungan bni kalo ribet banget kayak gini 😤",2,2024-09-28 03:31:27
Ernawati Ernawati,Peningkatan layanan terus. Gimana ini? Mau transaksi ataupun cek saldo bukannya tambah mudah malah tambah susah. Mohon segera diperbaiki,1,2024-09-28 02:20:21
alfan ahsani,"mau buka rek,sudah daftar tapi ga bisa masuk,,apklisasi ga jelas bnget",1,2024-09-28 02:11:31
viki anando,Kenapa kok susah login BNI mobile bankingnya,4,2024-09-28 01:58:14
A' Rinaldo,"Aplikasi macam apa ini , setiap mau transaksi di aplikasi BNI Mobile Banking sering ada perbaikan-perbaikan terus, jadi susah dan terhambat dibuatnya. Tolong jangan seperti ini terus, yang ada nanti malah tambah banyak nasabah yang tidak suka.",1,2024-09-28 01:54:53
Edi susanto LAM_SEL,"Semakin ksini semakin gak jelas,",1,2024-09-28 01:52:34
Willy Andrian,Ada rating 0 ga ini ya Atm didekat rumah saya ga pernah bisa dipake tarik tunai Saya ke bank BNI kartu saya tertelan mesin ATM Mau coba tarik tunai pakai mobile banking juga sms nya ga masuk ke HP Sampai saya isi pulsa buat telpon bni center Pulsa saya habis masalah saya ga selesai...!!! KECEWA.....!!!!!,1,2024-09-28 00:33:32
Mr.ShadoW,Mau setor tunai sudah susah perbaikan terus tidak selesai selesai. Di WONDR juga tidak ada. Terlalu lama perbaikannya (lambat),2,2024-09-27 23:20:21
Andeska Andeska,Sekarang udah lelet semenjak word bni muncuk transaksi jd gagal trus,2,2024-09-27 21:39:26
Matt Hendy,Gimana ini mau transfer aja gagal mulu. Jaringan buruk lah apalah . Padahal buat youtubean lancar2 aja. Bangke emang ini,2,2024-09-27 19:20:27
Lia Ai,Aplikasi sampah,1,2024-09-27 18:45:44
Fery Pradana,Sangat disayangkan saat bayar QRIS transaksi gagal tapi saldonya berkurang Entah siapa yang salah kutak tahuuuu,1,2024-09-27 17:46:26
Juanda Firdaus,Tranfer gagal saldo disedot hadeuh,1,2024-09-27 16:51:58
Joe Fredator,"Udah masukin kode OTP salah terus,, padahal dia yg ngasih,,, aplikasi apaan si ini,,, alhasil ga bisa login,, malah suruh nunggu hari esok",1,2024-09-27 15:31:34
KeNdAk KaU TuLaH,Jaringan selalu stabil tapi dasar aplikasi nya aja pas di buka selalu muncul sedang meningkatkan layanan maksudnya gimana itu ?,1,2024-09-27 15:13:26
Abang Wahyu,Masa mau transfer di suruh ganti pasword. Jangan aneh aneh bikin apk nya.,1,2024-09-27 15:07:51
Yantti 2021,"Aplikasi ga berguna susah2 masukin data buat bikin rekening ujung2nya suruh ke cabang juga,,sekalian aja di cabang",1,2024-09-27 14:37:42
Fasha,"Mau transaksi susah banget lama"" pindah bg Laen aj",1,2024-09-27 14:20:21
Ahmad Nurasa,Serasa Bank ditangan sendiri mudahnya bertransaksi keuangan.,5,2024-09-27 13:46:00
Ali Arifin,Soal bintang saya kasih 3 karena saat ngisi dana lama,3,2024-09-27 12:53:35
Tris Syawal Gymnastiar,Ini Benar Benar Kacau Gua Transfer Duit 100 Ke Dana Kok Gak Masuk Masuk,1,2024-09-27 12:24:35
Pungky Sugianto,Bisa gila nabung di bank ini Pelayanan live agen sangatlah super super super sibukkkk Apa jika ada masalah harus seharian mantengin hp agar tau balasan live agen yg tidak tau kapan balesnya Percuma di aplikasi n di wa ada fitur cs,1,2024-09-27 12:15:14
daniel roserbut,"Dasar penipuan, aku top up saldo dana gk masuk.",1,2024-09-27 12:12:58
Ham Dani,Bni Semkin kesni semakin buruk saja 👎,5,2024-09-27 12:04:58
Fathi Firdaus,Susah login,1,2024-09-27 12:04:20
Aditama Jaya Mukti,mobile tunai nya benerin. Mana OTP ku? sudah berhari hari saya gak tarik tunai,1,2024-09-27 12:01:56
Wiko Mirandu,"Sangat buruk sekali BNI MOBILE,susah masuk,login puluhan kali ngak masuk-masuk",1,2024-09-27 11:55:21
Bustamil Arifin,"Sering sekali tidak bisa login, setiap login selalu mohon maaf untuk meningkatkan layanan, ini semakin mundur layanannya bukan semakin meningkat.. mau beli pulsa jadi terhambat",1,2024-09-27 11:44:46
Arief Rahmat,"Kenapa satu harian,ini gak bisa dibuka m-banking nya saya mau transaksi aja susah coba berapa saat lagi bacaan maksudnya gimana gangguan apa Cemana dari semalam gak bisa dibuka tolong la kerja sama nya BNI",3,2024-09-27 10:32:11
Aldep 1625,"APK RIBETTT, bngst bnget ngabisin paketan, ngabisin memori gua",1,2024-09-27 10:19:17
Risky.s. L'g,"Masalah muluu, mau tf tapi error mulu, samaaaaaaaa tiap hari kayaknya ada update an mulu dh, anehhh mana kalau update sering gak biisa nge tf. Dsb",1,2024-09-27 10:04:42
Rio nugraha pratama,"pas pendaftaran,ketika buat id terakhir, ternyata emailnya udah dipake anggota keluarga di hp lain. begitu mau ganti emailnya eh.. udah balik ke halaman pertama lagi. jadi nyangkut. id g punya, tp rekening udah ada. gimana ini yg buat aplikasi. di bank digital saya g perlu buat id sendiri, dan kl email sdh terdaftr lgsg ketahuan, bukannya pada saat terakhir ketika norek sudah jadi.. dan malah nyangkut gini.. g bisa antisipasi masalah user experience nya yg buat aplikasi.",1,2024-09-27 09:18:33
Pinki Chuu,Selalu eror kalo mau login tolong perbaiki lagi,2,2024-09-27 09:07:44
Aidil Fitra,kenapa lagi ni aplikasi dari pagi gk bisa di bukak,1,2024-09-27 08:49:41
Yudi Fahri,"Tlong dong kenapa BNI banking nya susah di buka , jadi buat transaksi terlambat trs",2,2024-09-27 07:19:34
QwertyWasdwest Tsewdsawytrewq,"Benar-benar mengecewakan. Saya sudah memasukkan pin ATM dengan benar, tapi basih saja notifikasinya pin salah. Gimana sih? Saya yang punya rekening kok malah gak bisa masuk",1,2024-09-27 06:56:06
Azza Zarkashiy,Untuk saat ini bintang satu... Kenapa hanya untuk lihat saldo dan noner rekening di halaman utama beranda aja ga bisa alias ga ada nomer yang muncul sama sekali,1,2024-09-27 06:26:04
octa via's,"Susah banget dah log in nya, sedang meningkatkan layanan mulu heran, tolong lah kalo mau buka apk cek mutasi, atau qris payment jadi ke ganggu karna gabisa log in.",3,2024-09-27 04:02:56
Subhan Rizali,Sangat mudah untuk transaksi,5,2024-09-27 03:47:48
Adi Sukri,"Lemoootttttt...... Semenjak ada iklan wonder Susah banget buat login,",1,2024-09-27 03:43:22
Luviana Rizki,Bagus2 aja tu,5,2024-09-27 03:33:41
Denox Windu Andhini,"Kenapa peningkatan layanan siiiii, pls lahh mau bayar ga bisaa. Dulu pembaruannn ini malah ginii plssss lahh BNI",1,2024-09-27 03:23:30
ianzah Pelangi,"memudah kan kita transaksi,...gak harus keluwar ke bank atau ke atm,.. sayang nya kurang lengkap pilihan banknya,..gak bisa ke bank panin",5,2024-09-27 03:17:18
Farah Aprillia,kenapa susah banget sih mau log in. katanya ada perbaikan lah. trs mpin salah (padahal bener),1,2024-09-27 02:33:18
Richa Susanty,"Log in susah kali. Sll muncul alert sistem sedang perbaikan. Tlg diperbaiki, masa sekelas BNI bankingnya kyk gini.",1,2024-09-27 02:27:30
Kantata taqwa chanel,"Minta tolong dong log in nya kok sekarang susah ya, masa sudah sebulan ini perbaikan trus,",4,2024-09-27 02:20:36
Candra Yusri,Mantap,5,2024-09-27 02:14:29
Rian Iyan,"Semenjak di alihkan di aplikasi Wondr mau bayar pajak PBB tidak bisa, karna belum terdaftar wilayah nya di aplikasi Wondr, Khusus nya wilayah sumatra Selatan",2,2024-09-27 00:52:20
Sundruk Channel,Ribet kalo mau VA selalu gagal terus,4,2024-09-27 00:39:40
Army vulwandes musa,"SUSAH KALI LOGIN, PERBAIKAN TERUS TAHAPA LAH , PULUHAN KALI LOGIN GA BISA BISA URGENT PADAHAL ! HAPUS AJA",1,2024-09-26 23:39:55
HaryCounter Matsu,Entah kenapalah klu malam error Mulu ya.... Hadehh...,1,2024-09-26 19:14:48
Abang Arif,Bni komtol babi mati aja banhkrut prisaanlu,1,2024-09-26 18:24:06
Abika Batubara,"Parah, mau login aja susah banget.. padahal sinyal bagus, ga ada gangguan",1,2024-09-26 15:43:07
Wahyu Samudera,👍👍👍👍👍,5,2024-09-26 15:26:55
Nora Indriasari,Ini bni harus nya tingkat kan pelayanan..beri kemudahan...ini ribet...m banking dalam pemeliharaan... Klo org bisnis ini udah nga di pake karna merugikan.,1,2024-09-26 15:10:53
Thessa Theresia,"sejak tgl 25 sdh tdk bisa login. info krn kendala. cek mutasi sdh td bisa by call sedangkan mobile banking tdk bisa di gunakan. jgn minta maaf, kalau server untuk pengaplikasian wondr belum siap jgn di paksa sehingga menghambat aplikasi yg sdh berjalan baik sebelumnya.",1,2024-09-26 14:18:03
Uak Babe,"Sulit buat daftar padahal 4g stabil. Apk apa ini, masa keluhan semua.",1,2024-09-26 14:08:33
Decky Wijaya,"M bangking bni sekarang lemot, untuk login sangat susah, tolong di perbaiki lagi layanannaya",2,2024-09-26 13:06:26
Putra Komit,Baik,3,2024-09-26 10:04:55
Dani Egi Saputra,Tolong di apk nya di perbaiki lagi soalnya sering bngt eror kalau mau transfer tolong lah !!,1,2024-09-26 09:52:49
Lebianto Batara,"Emang harus akses panggilan telepon beneran ya? Saya kan mau buka, BNI Internet Mobile Banking-nya, harusnya kan enggak perlu akses panggilan Telepon",5,2024-09-26 09:42:43
Rubi Rinaldi,"Bank paling tolol se indonesia, tarik tanpa kartu harus kena pulsa, paylater pun gak ada tolol",1,2024-09-26 09:01:05
Tuan`21,bagud,5,2024-09-26 07:59:17
Korina Amelia,"Mbanking nya hari ini kok lelet sekali kak saya mau tf uang sekolah jadi susah, pesannya gini ""Mohon maaf kami sedang meningkatkan layanan mobile banking "" Udah di tunggu 2 hari masih aja susah mohon di percepat ya.",4,2024-09-26 06:15:46
Abid Shafli,"Karena kehabisan memori tidak bisa update saya uninstall,terus mau download lagi tapi Kenapa susah untuk di download? Apa masih pengembangan? Ada tambahan dari saya,saya ganti hp mau login lagi di hp yg baru verifikasi wajah gagal terus padahal sudah di tempat yg cukup cahaya, akub yg di hp lama sudah keluar kenap masih susah verifikasi wajah? Susah banget verifikasi wajah sudah gagal 6x harus gimana?",1,2024-09-26 05:53:40
Del Ia,Cukup bagus,5,2024-09-26 05:42:22
Prastio ari Nugroho,ngstack di code otp. kode otp sampai 10+ di gmail ku,1,2024-09-26 05:19:37
Fadilatul Firgita Riyanti,"Akhir akhir ini sering banget ngak bisa login, susah banget.",1,2024-09-26 05:17:12
Irga Fitranda,Buruk kualiast BNI MOBILE BANKIING HARI-HARI GANGGUAN TERUS,1,2024-09-26 05:03:30
next diesa,tlp call center hbis pulsa smpai 50 ribu lebih.. cuma buat mempertanyakan bagaimana bisa transaksi qris gagal uang terpotong.. sudh laporan hbis itu di sms dri pihak BNI suruh buat surat pernyataan dan lain sbagainya.. ribet amat.. uang2 saya ... gak di kembalikan jg gpp.. ikhlas saya .. kecewa berat saya... sudh 7 hmpir 8 tahun saya pakai BNI ..ini yg paling kecewa...mana login nya susah pula.. padahal jaringan untuk semua apk lancar2 saja.. jdi doble kecewanya..,1,2024-09-26 05:03:18
Herru Wijaya30,Buruk sih selalu gagal harus ke bank nya klau ngurus mbanking,1,2024-09-26 04:58:58
Onika_grass,"Kenapa gangguan terus ya beberapa hari ini susah masuk ke aplikasi, saya ada keperluan mendesak ini, gimana si, sungguh BNI menghambat saya, saya mau transaksi penting susah, karena gangguan terus menerus",1,2024-09-26 04:58:49
Iin Sugiarti,"""Mohon maaf kami sdg meningkatkan layanan mobile banking, coba beberapa saat lagi"" Setiap hariiiiii setiap menit betul gangguan begitu... team IT BNI emang gak becusss ya benerin nya?????",1,2024-09-26 04:12:22
